datetime,state,population,log_cumulative_deaths_per_hundred_thousand,log_cumulative_cases_per_hundred_thousand,log_7day_avg_deaths_per_hundred_thousand,log_7day_avg_cases_per_hundred_thousand,cumulative_deaths_per_hundred_thousand,cumulative_cases_per_hundred_thousand,7day_avg_deaths_per_hundred_thousand,7day_avg_cases_per_hundred_thousand
2020-09-08,OR,4217737.0,1.0615567737568306,2.827550156116555,-1.1479582407858004,0.6787334575896368,11.523,672.28,0.071,4.772
2020-09-08,PA,12801989.0,1.7843157546528674,3.0399628156891847,-0.9523754897103545,0.7930116316096543,60.858,1096.384,0.112,6.209
2020-09-08,PR,0.0,,,,,,,,
2020-09-08,RI,1059361.0,1.9998519796111383,3.328910698875363,-0.9158995110712786,0.9007099911315406,99.966,2132.606,0.121,7.956
2020-09-08,SC,5148714.0,1.752492602269098,3.388354557013763,-0.36646511021586686,1.225819123645445,56.558,2445.426,0.43,16.82
2020-09-08,SD,884659.0,1.2912702030036758,3.240829415293029,-1.0137226897557328,1.4266615650771513,19.556,1741.123,0.097,26.709
2020-09-08,TN,6829174.0,1.4434701547869142,3.385095839446694,-0.6187683778757784,1.2948151406484403,27.763,2427.146,0.241,19.716
2020-09-08,TX,28995881.0,1.6696991296017434,3.345057313853389,-0.366917863807445,1.0809865919211568,46.741,2213.387,0.43,12.05
2020-09-08,UT,3205958.0,1.1214080280592353,3.2372304079295753,-1.174964609492073,1.119648561175034,13.225,1726.754,0.067,13.172
2020-09-08,VA,8535519.0,1.4978760749167057,3.1773587661619263,-0.9070962536992715,1.0556697038056486,31.469,1504.384,0.124,11.368
2020-09-08,VI,0.0,,,,,,,,
2020-09-08,VT,623989.0,0.9682510597802064,2.423358571433797,,-0.3615213728441587,9.295,265.069,0.0,0.435
2020-09-08,WA,7614893.0,1.4090384380236778,3.0061503456187393,-1.1469782486616231,0.6882115026923846,25.647,1014.262,0.071,4.878
2020-09-08,WI,5822434.0,1.305302747435636,3.177781107053243,-1.0420008902517455,1.173200666803823,20.198,1505.848,0.091,14.9
2020-09-08,WV,1792147.0,1.144566379087844,2.813362165766735,-0.6513136382562313,0.963734139221262,13.95,650.672,0.223,9.199
2020-09-08,WY,578759.0,0.8607515328169083,2.8506037593859204,-1.607595797595249,0.7671525484148548,7.257,708.931,0.025,5.85
2020-09-07,AK,731545.0,0.7590082440779448,2.961185071447867,-1.0103690819981936,1.0427093614852259,5.741,914.503,0.098,11.033
2020-09-07,AL,4903185.0,1.6666939779862555,3.4332851872348145,-0.5624484661513364,1.3042158646942945,46.419,2711.972,0.274,20.147
2020-09-07,AR,3017804.0,1.4783948186754938,3.3416914699017077,-0.27946609107319054,1.3790179954144806,30.088,2196.299,0.525,23.934
2020-09-07,AS,0.0,,,,,,,,
2020-09-07,AZ,7278717.0,1.8555324627244918,3.451736483482661,-0.42839927319239657,0.9086920087294766,71.702,2829.675,0.373,8.104
2020-09-07,CA,39512223.0,1.5408125303129807,3.2696947087080157,-0.5425563169383248,1.0516285467392597,34.739,1860.779,0.287,11.262
2020-09-07,CO,5758736.0,1.5105844699570188,3.0125370663617517,-1.2436973734501264,0.706540450900647,32.403,1029.288,0.057,5.088
2020-09-07,CT,3565287.0,2.098018668825278,3.175162018144003,-1.920071280912888,0.2894437336297432,125.32,1496.794,0.012,1.947
2020-09-07,DC,705749.0,1.9373909387899304,3.3071410809049935,-1.0916883201389183,0.8154542108642222,86.575,2028.342,0.081,6.538
2020-09-07,DE,973764.0,1.796163577968646,3.2727853565183564,-1.231491763350524,1.0802620977052304,62.541,1874.068,0.059,12.03
2020-09-07,FL,21477737.0,1.7480243270723788,3.4797667342515517,-0.3369804655930481,1.217330095615546,55.979,3018.33,0.46,16.494
2020-09-07,GA,10617423.0,1.755305335596582,3.4270039829040515,-0.2562199440515279,1.2539084267352862,56.925,2673.031,0.554,17.944
2020-09-07,GU,0.0,,,,,,,,
2020-09-07,HI,1415872.0,0.7783949323932852,2.8426326352944544,-0.6536993525130582,1.1845771679607704,6.003,696.037,0.222,15.296
2020-09-07,IA,3155070.0,1.5684338436093848,3.337846580381609,-0.6281036955464535,1.3847335291587186,37.02,2176.941,0.235,24.251
2020-09-07,ID,1787065.0,1.3333203803448064,3.2750640698233644,-0.6822650412071332,1.158034115925355,21.544,1883.927,0.208,14.389
2020-09-07,IL,12671821.0,1.8213368407835637,3.3000909095801085,-0.735749465128656,1.2606117722379966,66.273,1995.68,0.184,18.223
2020-09-07,IN,6732219.0,1.6992138476354506,3.1735495229877944,-0.8159237787751497,1.118995296696846,50.028,1491.247,0.153,13.152
2020-09-07,KS,2913314.0,1.2213544427428469,3.206915167654093,-0.7184207288471745,1.3241850701777702,16.648,1610.331,0.191,21.095
2020-09-07,KY,4467673.0,1.3481779599005936,3.074718605767215,-0.6958388690837802,1.1739514288359707,22.293,1187.732,0.201,14.926
2020-09-07,LA,4648794.0,2.0406554445172023,3.520386237017828,-0.32210664374969233,1.2018075690979102,109.813,3314.257,0.476,15.915
2020-09-07,MA,6892503.0,2.1222364938409846,3.250789572431641,-0.8201521437007253,,132.506,1781.515,0.151,-11.901
2020-09-07,MD,6045680.0,1.7987953521771542,3.2711833867038944,-0.9363471160739651,1.0394128333514778,62.921,1867.168,0.116,10.95
2020-09-07,ME,1344212.0,0.9986370302649924,2.5437224830884375,-1.6725358124500909,0.2694722405722223,9.969,349.722,0.021,1.86
2020-09-07,MI,9986857.0,1.8337182805761107,3.0739338749939753,-1.0886520156784398,0.8860939265363517,68.19,1185.588,0.082,7.693
2020-09-07,MN,5639632.0,1.5302371218261654,3.1584389539031044,-0.9335909744465986,1.132897001097134,33.903,1440.254,0.117,13.58
2020-09-07,MO,6137428.0,1.4318599757016635,3.1867094615869855,-0.5224947400377051,1.3511277164244797,27.031,1537.126,0.3,22.445
2020-09-07,MP,0.0,,,,,,,,
2020-09-07,MS,2976149.0,1.9388058771898782,3.466513043793992,-0.2695346875841583,1.3024235715206953,86.857,2927.609,0.538,20.064
2020-09-07,MT,1068778.0,1.04299450171146,2.891026975064766,-0.7278575099306843,1.0778374897069896,11.041,778.085,0.187,11.963
2020-09-07,NC,10488084.0,1.4412523382045723,3.2295261719422164,-0.5757595856509283,1.1597574257690975,27.622,1696.392,0.266,14.446
2020-09-07,ND,762062.0,1.2149197068095159,3.257920249677142,-0.8819903061985404,1.5706721648863367,16.403,1811.008,0.131,37.211
2020-09-07,NE,1934408.0,1.3198332855079535,3.2683769731930994,-1.0524648735692834,1.133171703392628,20.885,1855.141,0.089,13.589
2020-09-07,NH,1359711.0,1.5030412853674968,2.7402226817209256,-1.9785446510001254,0.3246514064203634,31.845,549.823,0.011,2.112
2020-09-07,NJ,8882190.0,2.2553555642945518,3.340153860781732,-1.1601496434174525,0.5919881746012732,180.034,2188.537,0.069,3.908
2020-09-07,NM,2096829.0,1.583152530828843,3.095193954718908,-0.6481471145862072,0.749266157233021,38.296,1245.071,0.225,5.614
2020-09-07,NV,3080156.0,1.6553784037470616,3.3685606864868842,-0.38918808054099013,1.1039212795628026,45.225,2336.473,0.408,12.703
2020-09-07,NY,19453561.0,2.115167262932316,3.3544742925662687,-1.6155832112528472,0.5873012243907706,130.367,2261.905,0.024,3.866
2020-09-07,OH,11689100.0,1.563256622507545,3.050602711149262,-0.7730000276422158,0.999821094147408,36.581,1123.577,0.169,9.996
2020-09-07,OK,3956971.0,1.3335861637637967,3.2103074338267574,-0.7181850378171941,1.2968740527780962,21.557,1622.959,0.191,19.81
2020-09-07,OR,4217737.0,1.0579675427333868,2.8250155803661396,-1.1084496995021267,0.6992029597922298,11.428,668.368,0.078,5.003
2020-09-07,PA,12801989.0,1.7837021472935912,3.0384253897341664,-0.9229917120251449,0.8138886009416411,60.772,1092.51,0.119,6.515
2020-09-07,PR,0.0,,,,,,,,
2020-09-07,RI,1059361.0,1.9998519796111383,3.328526061101657,-0.8287493353523785,0.9243460261485661,99.966,2130.718,0.148,8.401
2020-09-07,SC,5148714.0,1.7517462633985261,3.3873150746651146,-0.2849552018496594,1.2637330401373614,56.461,2439.58,0.519,18.354
2020-09-07,SD,884659.0,1.2912702030036758,3.2379155306924794,-1.0137226897557328,1.461221645709655,19.556,1729.48,0.097,28.922
2020-09-07,TN,6829174.0,1.4372411231636988,3.3834025688441836,-0.6187683778757784,1.3281108800749486,27.368,2417.701,0.241,21.287
2020-09-07,TX,28995881.0,1.6677400237914084,3.3440946692066422,-0.3269764564639121,1.1303320639547192,46.531,2208.486,0.471,13.5
2020-09-07,UT,3205958.0,1.120382538841545,3.2346653595081367,-1.1469358858918295,1.115218453241538,13.194,1716.585,0.071,13.038
2020-09-07,VA,8535519.0,1.4975525780809635,3.174522026459828,-0.7592946341314674,1.067340749548896,31.445,1494.59,0.174,11.677
2020-09-07,VI,0.0,,,,,,,,
2020-09-07,VT,623989.0,0.9682510597802064,2.422570139480063,,-0.20891120963800036,9.295,264.588,0.0,0.618
2020-09-07,WA,7614893.0,1.4090384380236778,3.0061503456187393,-1.045520607902846,0.7378767138165996,25.647,1014.262,0.09,5.469
2020-09-07,WI,5822434.0,1.305302747435636,3.174055113385162,-0.9474447826371664,1.1932545013296736,20.198,1492.984,0.113,15.605
2020-09-07,WV,1792147.0,1.139323323675472,2.810147370105797,-0.579957729720563,1.023744208674376,13.782,645.873,0.263,10.562
2020-09-07,WY,578759.0,0.8607515328169083,2.843022765856477,-0.9086257932592302,0.6711578033575799,7.257,696.663,0.123,4.69
2020-09-06,AK,731545.0,0.7590082440779448,2.9589722669627117,-1.0103690819981936,1.0465357693382789,5.741,909.855,0.098,11.131
2020-09-06,AL,4903185.0,1.6666939779862555,3.4311275191073345,-0.4786714684145624,1.3143955925778152,46.419,2698.532,0.332,20.625
2020-09-06,AR,3017804.0,1.4716464889503265,3.334729716280868,-0.28339638470162304,1.3156923671105738,29.624,2161.373,0.521,20.687
2020-09-06,AS,0.0,,,,,,,,
2020-09-06,AZ,7278717.0,1.855698859079747,3.4513187810366617,-0.426119506897498,0.9061602873102341,71.73,2826.954,0.375,8.057
2020-09-06,CA,39512223.0,1.540274312187427,3.267865043394428,-0.5365734555074774,1.066498170291196,34.696,1852.956,0.291,11.655
2020-09-06,CO,5758736.0,1.5105844699570188,3.010443864482035,-1.2436973734501264,0.6841637430748775,32.403,1024.339,0.057,4.832
2020-09-06,CT,3565287.0,2.098018668825278,3.175162018144003,-1.920071280912888,0.5423267169860683,125.32,1496.794,0.012,3.486
2020-09-06,DC,705749.0,1.9373909387899304,3.306047522143764,-0.9947783071308618,0.8114016668530253,86.575,2023.241,0.101,6.477
2020-09-06,DE,973764.0,1.796163577968646,3.2678550344577046,-1.1345817503424676,1.0115462853357706,62.541,1852.913,0.073,10.269
2020-09-06,FL,21477737.0,1.747228915711018,3.4785336550919297,-0.3090301982267643,1.2181524410317457,55.876,3009.772,0.491,16.525
2020-09-06,GA,10617423.0,1.7548020557830672,3.4260725954189053,-0.23462926373129714,1.2819656442771692,56.859,2667.304,0.583,19.141
2020-09-06,GU,0.0,,,,,,,,
2020-09-06,HI,1415872.0,0.7732552927408741,2.8354342194162987,-0.6536993525130582,1.195328981129631,5.933,684.596,0.222,15.679
2020-09-06,IA,3155070.0,1.567316926195042,3.3353544730667433,-0.6281036955464535,1.4018261192781902,36.925,2164.484,0.235,25.225
2020-09-06,ID,1787065.0,1.3321908752038365,3.2726061831377518,-0.6822650412071332,1.158034115925355,21.488,1873.295,0.208,14.389
2020-09-06,IL,12671821.0,1.8209229313103432,3.2977127741900834,-0.7384220549899829,1.2682552328313121,66.21,1984.782,0.183,18.546
2020-09-06,IN,6732219.0,1.6986977519337132,3.1709897123388506,-0.8099334150859623,1.1390553339247056,49.969,1482.483,0.155,13.774
2020-09-06,KS,2913314.0,1.2177577805144149,3.1909432621499243,-0.7297017392568634,1.3108589638808197,16.51,1552.184,0.186,20.458
2020-09-06,KY,4467673.0,1.3481779599005936,3.072338634207957,-0.6756354829954933,1.1807821311048075,22.293,1181.241,0.211,15.163
2020-09-06,LA,4648794.0,2.0396333742704513,3.5195143662551898,-0.3029233273773529,1.2032308004810066,109.555,3307.611,0.498,15.967
2020-09-06,MA,6892503.0,2.121855909321588,3.2499788754747247,-0.8026614115403898,,132.39,1778.193,0.158,-11.746
2020-09-06,MD,6045680.0,1.7982241374664985,3.268234059503606,-0.9544453381667614,1.0097440559960342,62.838,1854.531,0.111,10.227
2020-09-06,ME,1344212.0,0.9986370302649924,2.54196364126079,-1.6725358124500909,0.2568831132642018,9.969,348.308,0.021,1.807
2020-09-06,MI,9986857.0,1.8334631134231163,3.0694654288059695,-1.081098877787994,0.8243247767315875,68.15,1173.452,0.083,6.673
2020-09-06,MN,5639632.0,1.529555162279751,3.1550142225444944,-0.9528961296419852,1.135884074092325,33.85,1428.941,0.111,13.674
2020-09-06,MO,6137428.0,1.4315981158915574,3.1825185314901883,-0.45699319128127286,1.3572099957914847,27.015,1522.364,0.349,22.762
2020-09-06,MP,0.0,,,,,,,,
2020-09-06,MS,2976149.0,1.9386378390829633,3.465305130447413,-0.16341667278927816,1.305735652259109,86.824,2919.477,0.686,20.218
2020-09-06,MT,1068778.0,1.0392983561514961,2.8883028029168987,-0.7600421933020856,1.0916864256111842,10.947,773.22,0.174,12.351
2020-09-06,NC,10488084.0,1.4402016857573585,3.2270341309317567,-0.5691290067519151,1.1665827741964898,27.555,1686.686,0.27,14.675
2020-09-06,ND,762062.0,1.2149197068095159,3.2525374115987975,-0.8819903061985404,1.5582438814310873,16.403,1788.7,0.131,36.161
2020-09-06,NE,1934408.0,1.3198332855079535,3.2673955984597844,-1.0524648735692834,1.1805312368228704,20.885,1850.954,0.089,15.154
2020-09-06,NH,1359711.0,1.5030412853674968,2.738534742857501,-1.9785446510001254,0.3070126580076483,31.845,547.69,0.011,2.028
2020-09-06,NJ,8882190.0,2.2553012435337676,3.3394114921604476,-1.1034220189685253,0.5950158703547501,180.012,2184.799,0.079,3.936
2020-09-06,NM,2096829.0,1.5815269725421057,3.0942113687592694,-0.6752993606298221,0.7728581981545238,38.153,1242.257,0.211,5.927
2020-09-06,NV,3080156.0,1.6541295330607135,3.366400961049515,-0.39415150007254024,1.098014591994853,45.095,2324.882,0.404,12.532
2020-09-06,NY,19453561.0,2.1151330125788355,3.3539607564480063,-1.628947172810829,0.5983770261504587,130.357,2259.232,0.023,3.966
2020-09-06,OH,11689100.0,1.5615265660445534,3.0480224145342616,-0.795607818387688,1.005989629337532,36.436,1116.921,0.16,10.139
2020-09-06,OK,3956971.0,1.3335861637637967,3.2061420453215215,-0.7100671475950147,1.3047177639421812,21.557,1607.467,0.195,20.171
2020-09-06,OR,4217737.0,1.0570655808683689,2.8227604629343888,-1.1084496995021267,0.7030087328925544,11.404,664.906,0.078,5.047
2020-09-06,PA,12801989.0,1.7825842715620908,3.0367235469337266,-1.012856237091736,0.8119501159156295,60.616,1088.237,0.097,6.486
2020-09-06,PR,0.0,,,,,,,,
2020-09-06,RI,1059361.0,1.9994416872028202,3.32750512041988,-0.8287493353523785,0.9194386916538219,99.872,2125.715,0.148,8.307
2020-09-06,SC,5148714.0,1.7487480155088189,3.385044443527241,-0.3063768060772645,1.2645856913611409,56.072,2426.858,0.494,18.39
2020-09-06,SD,884659.0,1.2912702030036758,3.232459821073361,-1.0137226897557328,1.4602506123662677,19.556,1707.89,0.097,28.857
2020-09-06,TN,6829174.0,1.4363106579295732,3.380809206994566,-0.6075842109232648,1.3623605444081535,27.309,2403.307,0.247,23.034
2020-09-06,TX,28995881.0,1.6670957654298189,3.3426953395749566,-0.32425927670219934,1.1390406830617748,46.462,2201.382,0.474,13.773
2020-09-06,UT,3205958.0,1.1193546224281765,3.2317117988231443,-1.174964609492073,1.097031798144587,13.163,1704.951,0.067,12.504
2020-09-06,VA,8535519.0,1.4965806392599992,3.1723206603094294,-0.738901475489624,1.079735979902852,31.375,1487.033,0.182,12.015
2020-09-06,VI,0.0,,,,,,,,
2020-09-06,VT,623989.0,0.9682510597802064,2.4217802735783662,,-0.13512499547708173,9.295,264.107,0.0,0.733
2020-09-06,WA,7614893.0,1.4090384380236778,3.0039009426076158,-1.045520607902846,0.6739487914947979,25.647,1009.023,0.09,4.72
2020-09-06,WI,5822434.0,1.305302747435636,3.171172855738121,-0.9474447826371664,1.1717680595938116,20.198,1483.108,0.113,14.851
2020-09-06,WV,1792147.0,1.1375614775191853,2.803988133400845,-0.579957729720563,1.0161393146337225,13.727,636.778,0.263,10.379
2020-09-06,WY,578759.0,0.8607515328169083,2.843022765856477,-0.9086257932592302,0.7187400633335024,7.257,696.663,0.123,5.233
2020-09-05,AK,731545.0,0.7590082440779448,2.953125969967638,-1.0103690819981936,1.0165725459608357,5.741,897.689,0.098,10.389
2020-09-05,AL,4903185.0,1.666503121256353,3.4294470157155827,-0.44567120831163703,1.362819726178974,46.398,2688.11,0.358,23.058
2020-09-05,AR,3017804.0,1.4657775552862284,3.334729716280868,-0.28339638470162304,1.3607735412983817,29.227,2161.373,0.521,22.95
2020-09-05,AS,0.0,,,,,,,,
2020-09-05,AZ,7278717.0,1.8545327435447236,3.4507908044471294,-0.4061228784812443,0.9190848110016748,71.537,2823.52,0.393,8.3
2020-09-05,CA,39512223.0,1.5381784148902065,3.2649456967184283,-0.5338809826436564,1.0819169625556357,34.529,1840.542,0.292,12.076
2020-09-05,CO,5758736.0,1.5105844699570188,3.0079778696724957,-1.2436973734501264,0.669194409623519,32.403,1018.539,0.057,4.669
2020-09-05,CT,3565287.0,2.098018668825278,3.175162018144003,-1.920071280912888,0.5423267169860683,125.32,1496.794,0.012,3.486
2020-09-05,DC,705749.0,1.9373909387899304,3.304798717148359,-0.9155970610832371,0.8017960260795678,86.575,2017.431,0.121,6.336
2020-09-05,DE,973764.0,1.7954498646085055,3.26420517483639,-1.231491763350524,0.9012480749103606,62.438,1837.406,0.059,7.966
2020-09-05,FL,21477737.0,1.7458515826994445,3.476807646809694,-0.3233883482736315,1.2184844370710144,55.7,2997.834,0.475,16.538
2020-09-05,GA,10617423.0,1.750464135763276,3.423533326570043,-0.2679727874644802,1.2684471060911873,56.294,2651.755,0.54,18.554
2020-09-05,GU,0.0,,,,,,,,
2020-09-05,HI,1415872.0,0.7574610255576422,2.825463543984182,-0.6536993525130582,1.2195155300997973,5.721,669.058,0.222,16.577
2020-09-05,IA,3155070.0,1.5658232205715779,3.3312074409196,-0.6198311695804637,1.4262294019138966,36.798,2143.914,0.24,26.683
2020-09-05,ID,1787065.0,1.3299230137480145,3.2689454067516284,-0.634840391278995,1.160919804162843,21.376,1857.571,0.232,14.485
2020-09-05,IL,12671821.0,1.8206640374237475,3.2952833445420286,-0.7226277878067511,1.2835325208980675,66.17,1973.71,0.189,19.21
2020-09-05,IN,6732219.0,1.698439473911291,3.167305839992844,-0.7867655500339363,1.1414573374895585,49.939,1469.961,0.163,13.85
2020-09-05,KS,2913314.0,1.2177577805144149,3.1909432621499243,-0.7297017392568634,1.3108589638808197,16.51,1552.184,0.186,20.458
2020-09-05,KY,4467673.0,1.346867869972276,3.069780020802185,-0.6378469221060934,1.1938629204908098,22.226,1174.303,0.23,15.627
2020-09-05,LA,4648794.0,2.03465917298391,3.51555631537078,-0.39516704626421945,1.2219614006005834,108.308,3277.603,0.403,16.671
2020-09-05,MA,6892503.0,2.1214273527014136,3.2486800260082855,-0.7803850168292377,,132.26,1772.883,0.166,-12.092
2020-09-05,MD,6045680.0,1.797881047667033,3.26624627835236,-0.9275731917664601,1.0082362620434728,62.789,1846.062,0.118,10.191
2020-09-05,ME,1344212.0,0.9986370302649924,2.5405700327853404,-1.6725358124500909,0.2768541941948219,9.969,347.192,0.021,1.892
2020-09-05,MI,9986857.0,1.8334631134231163,3.0694654288059695,-0.8713990177512325,0.9375872761281399,68.15,1173.452,0.134,8.661
2020-09-05,MN,5639632.0,1.5281880221731046,3.151187290084749,-0.9942888148002103,1.1536192773812302,33.743,1416.404,0.101,14.244
2020-09-05,MO,6137428.0,1.4265925432478017,3.1767539313333533,-0.47774841287189235,1.3674363905992315,26.705,1502.291,0.333,23.304
2020-09-05,MP,0.0,,,,,,,,
2020-09-05,MS,2976149.0,1.936109434026263,3.4632509667758486,-0.1664643658712835,1.3295096954937045,86.32,2905.701,0.682,21.355
2020-09-05,MT,1068778.0,1.035570483632253,2.8830154904493672,-0.7948042995612975,1.0864852319253766,10.854,763.863,0.16,12.204
2020-09-05,NC,10488084.0,1.4400513848450076,3.2243597680009386,-0.5519269766442929,1.1651696453648288,27.546,1676.331,0.281,14.627
2020-09-05,ND,762062.0,1.2149197068095159,3.2429701445910046,-0.8819903061985404,1.5400833821902167,16.403,1749.726,0.131,34.68
2020-09-05,NE,1934408.0,1.3198332855079535,3.26564543782313,-1.0524648735692834,1.2156838957000422,20.885,1843.51,0.089,16.432
2020-09-05,NH,1359711.0,1.5020371358290434,2.737191352224937,,0.27187535130876855,31.771,545.998,0.0,1.87
2020-09-05,NJ,8882190.0,2.2551925816249248,3.3387149275837844,-1.1034220189685253,0.5914516773348957,179.967,2181.298,0.079,3.903
2020-09-05,NM,2096829.0,1.5782574879772584,3.091770284590073,-0.7352972903051075,0.767837396779473,37.867,1235.294,0.184,5.859
2020-09-05,NV,3080156.0,1.6538167534419341,3.3633091043221697,-0.399172301447591,1.0880976485157652,45.063,2308.39,0.399,12.249
2020-09-05,NY,19453561.0,2.114978852552877,3.353239794400861,-1.642735457296462,0.5958771345688209,130.31,2255.484,0.023,3.943
2020-09-05,OH,11689100.0,1.5612205452577963,3.0454434274207602,-0.7989357617366155,1.0137205398635751,36.41,1110.308,0.159,10.321
2020-09-05,OK,3956971.0,1.3320560583105665,3.2032648689639895,-0.7181850378171941,1.3235055173677306,21.481,1596.853,0.191,21.062
2020-09-05,OR,4217737.0,1.0561617418701243,2.819839258267793,-1.0552041875489016,0.7237814424994672,11.381,660.449,0.088,5.294
2020-09-05,PA,12801989.0,1.7825842715620908,3.034564109461119,-1.0029854830654417,0.8103780752230195,60.616,1082.84,0.099,6.462
2020-09-05,PR,0.0,,,,,,,,
2020-09-05,RI,1059361.0,1.9994416872028202,3.3268295961245533,-0.8287493353523785,0.9271255203201128,99.872,2122.412,0.148,8.455
